Record #,Vessel Terms,Feature Type,Lat,Lng,GP Quality
1214,UNKNOWN,Not Charted,38.943616999999996,-74.72627800000002,Low
1216,WILLIAM B. DIGGS #1,"Wreck - Submerged, dangerous to surface navigation",38.943711,-74.695164,High
1219,KATHALEEN RIGGIN,"Wreck - Submerged, dangerous to surface navigation",38.943611,-74.77619399999998,High
1225,BETHANY,Not Charted,38.955110999999995,-74.849611,Poor
1226,B.F. REEVES,Not Charted,38.955110999999995,-74.849611,Poor
1227,CARTHAGINA,Not Charted,38.955110999999995,-74.849611,Poor
1228,UNKNOWN,Not Charted,38.960231,-74.69390600000001,Low
1229,UNKNOWN,Not Charted,38.964760999999996,-74.670264,Low
1230,UNKNOWN,Not Charted,38.965458,-74.66152199999998,Low
1248,CADET,"Wreck - Submerged, dangerous to surface navigation",39.042811,-74.666433,High
1251,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.058310999999996,-74.65669399999999,High
1257,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.073789,-74.634339,High
1261,CAYRU,,39.08345300000001,-73.7829,Low
1282,UNKNOWN,Not Charted,39.160636,-74.480972,High
1284,EDWARD H. COLE,Not Charted,39.171786,-73.341217,Low
1290,ALLIES OF GLASGOW,Not Charted,39.202892,-74.641269,Poor
1291,CARDIFF,Not Charted,39.202892,-74.641269,Poor
1292,COL JAMES PAGE,Not Charted,39.202892,-74.641269,Poor
1296,C.F. PRICHARD,Not Charted,39.22845,-74.23375,Low
1299,ANGELINA BREWER,Not Charted,39.24455800000001,-74.613489,Poor
1300,BUENA VISTA,Not Charted,39.24455800000001,-74.613489,Poor
1301,DASAAWAY,Not Charted,39.24455800000001,-74.613489,Poor
691,MAURICE TRACY,"Wreck - Submerged, dangerous to surface navigation",39.887894,-73.977908,Poor
701,H.W. LONG,"Wreck - Submerged, dangerous to surface navigation",40.4229,-73.88046,High
1022,UNKNOWN,Not Charted,38.08573300000001,-74.629056,Low
1041,DRIFTWOOD,Not Charted,38.28345,-74.4996,Poor
763,BETH DRYDOCK NO. 5,"Wreck - Submerged, dangerous to surface navigation",38.506614,-74.524433,Low
764,BETH DRYDOCK NO. 5,"Wreck - Submerged, dangerous to surface navigation",38.515281,-74.525933,Low
765,BETH DRYDOCK NO. 5,"Wreck - Submerged, dangerous to surface navigation",38.517614,-74.526267,Low
115,UNKNOWN,Not Charted,40.455106,-74.032083,Low
770,HENRY FINCH,"Wreck - Submerged, dangerous to surface navigation",39.703453,-74.129581,Poor
771,J.W. WENDT,Not Charted,39.813453,-74.082911,Poor
772,UNDAUNTED,Not Charted,39.820119,-74.077911,Poor
6310,VAL-DEE-JO,"Wreck - Submerged, nondangerous",40.349133,-73.83241899999999,High
15202,OBSTRUCTION,"Wreck - Submerged, nondangerous",40.335361,-73.814194,High
1420,BLUEFISH,"Wreck - Submerged, dangerous to surface navigation",39.746231,-74.08846700000002,Low
1421,CORNELIUS HARGROVE,"Wreck - Submerged, dangerous to surface navigation",39.746231,-74.08846700000002,Low
1422,PEERLESS,"Wreck - Submerged, dangerous to surface navigation",39.746231,-74.08846700000002,Low
1423,UNKNOWN,,39.747341999999996,-73.965683,Low
1424,BOILER WRECK,"Wreck - Submerged, dangerous to surface navigation",39.747341999999996,-74.104578,Low
1425,LILLIAN,"Wreck - Submerged, dangerous to surface navigation",39.750116999999996,-73.65789699999998,Low
1426,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.758453,-73.974017,Low
1427,PERSEPHONE,"Wreck - Submerged, dangerous to surface navigation",39.77095300000001,-74.033186,Low
1428,R.P. RESOR,,39.776781,-73.421225,Low
1430,CANNON WRECK,Not Charted,39.784842,-73.930128,Low
1431,CHARLES J. HOOPER,Not Charted,39.784842,-73.930128,Poor
1432,MAGNOLIA,Not Charted,39.784842,-73.930128,Poor
1433,C.J. HOOPER,,39.787341999999995,-73.926517,Low
1434,RELIABLE,Not Charted,39.791783,-73.841236,Poor
1435,SEA HAG,Not Charted,39.791783,-73.841236,Low
1436,F.F. CLAIN,,39.804842,-73.92818299999998,Med
1437,UNKNOWN,Not Charted,39.808444,-72.74953599999998,Low
1438,BIDEVIND,"Wreck - Submerged, nondangerous",39.808444,-72.81620600000002,Low
1660,RODA,Wreck - Visible,40.6058,-73.427811,High
1663,DRUMELZIER,Not Charted,40.6201,-73.28622800000002,Low
1664,UNKNOWN,Not Charted,40.6201,-73.287894,Low
1669,CONSTANCE E,Not Charted,40.666769,-73.999583,Low
1675,WESLEY BELLIS,Not Charted,40.7001,-73.982917,Low
1445,GULF TRADE,,39.828171999999995,-73.833458,Poor
1449,UNKNOWN,Not Charted,39.833444,-72.882875,Low
1452,UNKNOWN,Not Charted,39.850119,-74.02874200000002,Low
1455,TOLTEN,"Wreck - Submerged, dangerous to surface navigation",39.896783,-73.802903,Low
1457,HURON,Not Charted,39.916781,-73.53289699999998,Low
1458,UNKNOWN,,39.93345,-73.927353,Low
1459,ARIES,Not Charted,39.939006,-74.066244,Low
1460,CHARLES ALBERT,Not Charted,39.939006,-74.066244,Poor
1461,DE MORA GREY,Not Charted,39.939006,-74.066244,Poor
1678,SS VINDICATOR,Not Charted,40.721764,-72.89788100000001,Poor
1680,WILLIAM C. CARNEGIE,Not Charted,40.733431,-72.814544,Poor
1685,GATES CITY,"Wreck - Submerged, dangerous to surface navigation",40.765097,-72.742875,Poor
1462,ANASTASIA,,39.950117,-73.882906,Low
1463,UNKNOWN,,39.94845,-73.919297,Low
1465,AYRSHIRE,Not Charted,39.975117,-74.049578,Poor
1466,CAPT.SMITTY,Not Charted,39.980672,-74.032911,Low
1467,DEWITT CLINTON,Not Charted,39.990117,-74.057911,Poor
1468,SOMMERSTAD,"Wreck - Submerged, nondangerous",40.125972,-72.876728,Med
1469,MOHAWK,,40.023447,-73.904853,Low
1470,LILLIAN,,40.025110999999995,-73.527342,Low
1471,CLARA BROOKMAN,Not Charted,40.02845,-74.049581,Poor
1472,DISPATCH,Not Charted,40.02845,-74.049581,Poor
1473,BARGE NO.653,Not Charted,40.03345,-74.049581,Low
1474,ANONDALE,Not Charted,40.04595,-74.044025,Poor
1475,COSTA RICA,Not Charted,40.04595,-74.044025,Poor
1476,CREOLE,Not Charted,40.04595,-74.044025,Poor
1477,PARK CITY,,40.051228,-74.021803,Low
1478,CADWALDER,,40.060947,-74.007911,Low
1480,VALPARAISO,,40.07595,-73.975133,Low
1482,UNKNOWN,,40.076781,-73.975133,Low
1483,SUSAN MBOAT,Not Charted,40.083447,-74.016244,Low
1485,DELAWARE,,40.086225,-73.96763299999998,Poor
1486,ALABAMA,Not Charted,40.08900300000001,-74.032914,Poor
1487,UNKNOWN,Not Charted,40.100133,-69.916103,Low
1489,CADET,Not Charted,40.10011400000001,-73.977356,Poor
1492,UNKNOWN,Not Charted,40.108447,-74.02958100000002,Low
1493,MARION,"Wreck - Submerged, dangerous to surface navigation",40.120946999999994,-73.953744,Med
1497,CATHERINE JACKSON,Not Charted,40.123447,-74.028747,Poor
1498,SAMMERSTAD,Not Charted,40.133447,-73.882908,Low
1500,UNKNOWN,Not Charted,40.133996999999994,-73.364561,Poor
1501,SUBCHASER 209,Not Charted,40.134275,-73.199556,Low
1502,CATAMOUNT,,40.135942,-73.360672,Low
1503,TSERNOGORA,Not Charted,40.138447,-74.021247,Low
1504,BARGE NO.10,"Wreck - Submerged, dangerous to surface navigation",40.142053000000004,-73.970561,High
1727,SUFFOLK,,40.880111,-71.219483,Low
1505,U-550,Not Charted,40.150135999999996,-69.732764,Low
1506,AYRESHIRE,Not Charted,40.150114,-74.019581,Low
1509,ARUNDO,,40.173722,-73.68207199999998,Low
1513,CORBELLA,Not Charted,40.187611,-73.999581,Low
1514,VEGA,"Wreck - Submerged, dangerous to surface navigation",40.194108,-73.94644699999998,High
1517,POCOPSON,"Wreck - Submerged, dangerous to surface navigation",40.203396999999995,-73.987617,High
1518,UNKNOWN,Not Charted,40.208444,-73.767072,Low
1520,UNKNOWN,Not Charted,40.211778,-73.761239,Low
2478,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.354006,-74.21430600000002,High
2479,ASTRA,"Wreck - Submerged, dangerous to surface navigation",39.341783,-74.189583,Low
1521,CHOAPA,,40.21677800000001,-73.741794,High
1522,VEGA,"Wreck - Submerged, dangerous to surface navigation",40.21677800000001,-73.949578,Low
1523,UNKNOWN,Not Charted,40.223444,-73.67735,Low
1524,PINTA,"Wreck - Submerged, dangerous to surface navigation",40.230444,-73.843742,High
1526,PLINY,Not Charted,40.236778,-73.991247,Low
1527,UNKNOWN,Not Charted,40.250111,-73.749572,Low
1529,IONNIS P. GOULANDRIS,"Wreck - Submerged, dangerous to surface navigation",40.265111,-73.791519,Low
1531,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.268972,-73.942944,High
1532,ADVENTURE,Not Charted,40.272119,-69.21785,Low
1533,BURNSIDE,"Wreck - Submerged, nondangerous",40.275106,-73.18955799999998,Low
1535,ADONIS,Not Charted,40.2765,-73.981525,Low
2411,ANGELA,Wreck - Visible,41.463344,-71.034775,Med
2413,UNKNOWN,Wreck - Visible,41.5801,-71.232825,Low
2417,IVANHOE,"Wreck - Submerged, nondangerous",41.133441999999995,-71.16615,Low
2418,G-4,,41.125106,-71.349489,Low
2419,BEATRICE R,"Wreck - Submerged, nondangerous",41.250103,-71.316156,Low
1540,ATLANTIC,Not Charted,40.291778,-73.974581,Low
1542,TARANTULA,Not Charted,40.300106,-73.266228,Low
1544,CORNELIUS GRINNELL,Not Charted,40.313441999999995,-73.972914,Low
1548,YANKEE,"Wreck - Submerged, nondangerous",40.333439,-73.274561,Low
1549,COAST WISE,Not Charted,40.333439,-73.299561,Low
1550,WRECK,"Wreck - Submerged, nondangerous",40.332083000000004,-73.857528,High
2454,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.435660999999996,-73.953469,Low
1554,ASFALTO,"Wreck - Submerged, nondangerous",40.34838900000001,-73.769028,Low
1559,CONTINENT,"Wreck - Submerged, nondangerous",40.362139,-73.817861,High
1561,AUGUSTINA,Not Charted,40.356775,-73.941247,Low
1562,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.356967,-73.935886,High
1563,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.355303,-73.93337199999998,High
2480,UNKNOWN,Not Charted,39.224697,-74.287711,Low
2481,UNKNOWN,Not Charted,39.232683,-74.36106099999998,Low
2482,UNKNOWN,Not Charted,39.213808,-74.246703,Low
2483,AMERICAN,"Wreck - Submerged, dangerous to surface navigation",39.244744,-74.380464,High
2485,GLORY,"Wreck - Submerged, dangerous to surface navigation",39.438453,-74.136803,Med
1568,PONOCO,"Wreck - Submerged, dangerous to surface navigation",40.363442,-73.93458100000002,Low
1571,SUBCHASER 60,Not Charted,40.373996999999996,-73.942358,Low
1302,SAN JOSE,"Wreck - Submerged, dangerous to surface navigation",39.246228,-74.151247,Med
1304,UNKNOWN,Not Charted,39.247136,-74.151206,Low
1305,UNKNOWN,Not Charted,39.248294,-73.98683299999998,Low
1307,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.265646999999994,-74.413431,High
1308,UNKNOWN,Not Charted,39.290114,-74.366256,Poor
1309,DARIEN,"Wreck - Submerged, dangerous to surface navigation",39.291239000000004,-74.35674200000003,High
1310,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.297294,-74.4196,High
1311,AMELIA,Not Charted,39.291781,-74.541264,Poor
1312,C.F. YOUNG,Not Charted,39.291781,-74.541264,Poor
1313,BONITA,Not Charted,39.302894,-74.269586,Poor
1314,LEMUEL BURROWS,"Wreck - Submerged, dangerous to surface navigation",39.30345,-74.264586,Low
1316,UNKNOWN,Not Charted,39.30845,-74.266253,Poor
1579,COIMBRA,"Wreck - Submerged, dangerous to surface navigation",40.386769,-72.357861,Low
1581,UNKNOWN,Not Charted,40.395942,-73.857911,Poor
1582,CECILIA M DUNLAP,Not Charted,40.413719,-73.91846899999999,High
1583,UNKNOWN,Not Charted,40.416771999999995,-73.775964,Low
1586,MOHAWK,"Wreck - Submerged, dangerous to surface navigation",40.417078000000004,-73.752628,High
1318,COAL BARGE,"Wreck - Submerged, dangerous to surface navigation",39.32550300000001,-74.298992,High
1319,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.330117,-74.246806,Low
1320,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.331781,-74.46459399999998,Low
1321,A.J. COLEMAN,Not Charted,39.333447,-74.466261,Low
1322,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.339197,-74.318425,Med
1327,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.352422,-74.28563100000002,High
1328,THEODORE PALMER,"Wreck - Submerged, dangerous to surface navigation",39.355394,-74.191528,Low
1329,BELLEVILLE,Not Charted,39.355672,-74.400981,Poor
1588,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.42355,-73.90004,High
1592,RAMOS,"Wreck - Submerged, dangerous to surface navigation",40.42508,-73.90118000000002,High
1595,PENTLAND FIRTH,"Wreck - Submerged, dangerous to surface navigation",40.42389,-73.87007,High
1596,ORMOND,"Wreck - Submerged, dangerous to surface navigation",40.422922,-73.867847,High
1331,BIG O,Not Charted,39.365117,-74.326256,Poor
1333,DUAL BARGES WRECK,Not Charted,39.37345,-74.10624399999998,Poor
1335,BOOTH BROS.,Not Charted,39.38345,-74.382922,Poor
1336,ALBERT W. FISK,Not Charted,39.38345,-74.391258,Poor
1337,ANNIE E. FOWLER,Not Charted,39.38345,-74.391258,Poor
1338,BEA BELLIDO,Not Charted,39.38345,-74.391258,Poor
1339,CHARLES M. KELLY,Not Charted,39.38345,-74.391258,Poor
1340,CHOCOMA,Not Charted,39.38345,-74.391258,Poor
1341,BRAZORIA,Not Charted,39.366783,-74.399592,Poor
1343,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.392339,-74.10624399999998,Low
1344,ANDES,"Wreck - Submerged, dangerous to surface navigation",39.396883,-74.301147,High
1345,ANTONETTA COSTA,"Wreck - Submerged, dangerous to surface navigation",39.396883,-74.301147,High
1346,BRAMBLE,"Wreck - Submerged, dangerous to surface navigation",39.396883,-74.301147,High
1347,CHARLES COLGATE,"Wreck - Submerged, dangerous to surface navigation",39.396883,-74.301147,High
1348,CITIZEN,"Wreck - Submerged, dangerous to surface navigation",39.396883,-74.301147,High
1349,CLYDESDALE,"Wreck - Submerged, dangerous to surface navigation",39.396883,-74.301147,High
1350,CASSANDRA,Not Charted,39.40845,-74.349589,Poor
1351,PATRICE MCALLISTER,"Wreck - Submerged, dangerous to surface navigation",39.412331,-74.233644,High
1355,UNKNOWN,Not Charted,39.422339,-74.25875,Low
1356,WINNECONNE,Not Charted,39.43345,-72.83286899999997,Low
1361,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.452106,-74.051119,Med
1611,UNKNOWN,Not Charted,40.458436,-73.449569,Poor
1621,UNKNOWN,"Wreck - Submerged, nondangerous",40.46843300000001,-73.147892,Low
1366,ANN HOOPER,"Wreck - Submerged, dangerous to surface navigation",39.463356,-74.287531,Low
1368,RUSSELL NO.21,"Wreck - Submerged, dangerous to surface navigation",39.466783,-74.03290799999998,Low
1372,OKLAHOMA,"Wreck - Submerged, nondangerous",39.500119,-73.999575,Low
1373,BETSEY,Not Charted,39.506783,-74.289586,Poor
1374,UNKNOWN,Not Charted,39.507436,-73.89116700000002,Low
1378,ARGYLE,"Wreck - Submerged, dangerous to surface navigation",39.53845,-74.244028,Low
1622,UNKNOWN,,40.468439000000004,-73.651239,Low
1624,LIZZIE D,"Wreck - Submerged, dangerous to surface navigation",40.471939,-73.652906,Med
1629,RUTH SHAW,Not Charted,40.483439000000004,-73.749575,Low
1630,UNKNOWN,"Wreck - Submerged, nondangerous",40.486214000000004,-73.573739,Low
1384,JACOB HASKELL,"Wreck - Submerged, dangerous to surface navigation",39.600117,-73.02454399999998,Low
1385,A.M.C. SMITH,"Wreck - Submerged, dangerous to surface navigation",39.600117,-74.20125,Low
1386,ANDREW,"Wreck - Submerged, dangerous to surface navigation",39.600117,-74.20125,Low
1387,ANDREW JACKSON,"Wreck - Submerged, dangerous to surface navigation",39.600117,-74.20125,Low
1388,CARLO,"Wreck - Submerged, dangerous to surface navigation",39.600117,-74.20125,Low
1391,LILLIAN,"Wreck - Submerged, dangerous to surface navigation",39.616783,-73.649564,Low
1392,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.616783,-74.124578,Low
1393,CROATAN,"Wreck - Submerged, dangerous to surface navigation",39.621783,-74.174581,Low
1394,HERBERT PARKER,Not Charted,39.633447,-73.049544,Low
1395,BIANCA ASPASIA,"Wreck - Submerged, dangerous to surface navigation",39.63345,-74.178747,Low
1398,CADDO,,39.644842,-74.059297,Low
1399,CORVALLIS,Not Charted,39.650117,-73.216217,Low
1401,UNKNOWN,Not Charted,39.658446999999995,-72.574528,Low
1635,UNKNOWN,Not Charted,40.494547,-73.549572,Low
1637,SENATOR WALTON,Not Charted,40.500103,-73.499569,Low
1643,OREGON,,40.513711,-72.840103,Low
1644,UNKNOWN,Not Charted,40.523333,-73.03125,Low
1405,GREAT ISAAC,,39.666786,-73.916239,Low
1406,SAN SABA,,39.666786,-73.916239,Low
1409,CHAPARRO,,39.680119,-73.916239,Low
1411,UNKNOWN,,39.704842,-74.003742,Med
1413,GULF TRADER,,39.729008,-74.022631,Med
1415,HARRY RUSH,"Wreck - Submerged, dangerous to surface navigation",39.730119,-73.944017,Med
1417,UNKNOWN,,39.734842,-74.037908,Low
1418,AUBURN,"Wreck - Submerged, dangerous to surface navigation",39.746231,-74.08846700000002,Low
1419,BLACK ARROW,"Wreck - Submerged, dangerous to surface navigation",39.746231,-74.08846700000002,Low
1649,MISTLETOE,"Wreck - Submerged, dangerous to surface navigation",40.53425,-73.848333,High
1650,SAN DIEGO,"Wreck - Submerged, dangerous to surface navigation",40.54055,-73.041397,High
1653,SAN DIEGO,"Wreck - Submerged, nondangerous",40.5501,-73.007886,Low
1654,UNKNOWN,Not Charted,40.5501,-73.007886,Low
1655,SAN DIEGO,"Wreck - Submerged, nondangerous",40.554266999999996,-73.021775,Low
1657,ELIZABETH,Not Charted,40.588433,-73.441233,Poor
1658,UNKNOWN,Not Charted,40.595933,-73.191225,Low
12966,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.465353,-74.045253,High
12983,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.7402,-74.0159,Poor
12984,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.704089,-74.11040799999998,Poor
12986,CAROL AND GAIL,"Wreck - Submerged, dangerous to surface navigation",39.607894,-74.175969,Low
13699,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.474975,-74.194011,High
13700,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.479153000000004,-74.188317,High
13701,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.455816999999996,-74.208722,High
13702,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.472431,-74.19570300000002,High
13703,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.4434,-74.230086,High
12559,UNKNOWN,"Wreck - Submerged, nondangerous",39.214311,-74.514292,High
12560,UNKNOWN,"Wreck - Submerged, nondangerous",39.179194,-74.551119,High
12562,UNKNOWN,"Wreck - Submerged, nondangerous",39.224814,-74.441036,High
12563,UNKNOWN,"Wreck - Submerged, nondangerous",39.205931,-74.495269,High
12564,UNKNOWN,"Wreck - Submerged, nondangerous",39.113572,-74.600872,High
12565,UNKNOWN,"Wreck - Submerged, nondangerous",39.125464,-74.58351400000002,High
13227,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.406772,-74.286264,High
13228,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.304417,-74.36970600000002,High
13229,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.327664,-74.41830300000002,High
13230,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.320347,-74.45169200000002,High
13231,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.317947,-74.466597,High
12868,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.106667,-73.951111,Med
12872,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.966667,-74.018889,Low
12888,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.998544,-74.76491899999998,High
12893,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.0699,-74.67066899999998,High
12896,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.992225,-74.709625,High
12897,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.056458,-73.99261899999998,High
12901,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.801786,-74.067911,Poor
12902,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.775289,-74.084119,Poor
12903,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.773333,-74.083333,Low
12905,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.741667,-74.076667,Low
12906,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.736785999999995,-74.0568,Low
9701,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.396775,-73.857911,Low
10400,ELEANOR WARREN,"Wreck - Submerged, dangerous to surface navigation",38.908833,-74.757611,High
9718,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.589166999999996,-74.016389,Low
9719,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.591769,-74.019583,Low
9720,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.578056,-74.015,Low
9735,MARTHA W,"Wreck - Submerged, dangerous to surface navigation",40.46175,-73.86264,Low
9753,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.541667,-73.98666700000003,Low
9758,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.567071999999996,-74.007317,High
9768,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.43394,-73.88273000000002,High
2744,DOLPHIN,"Wreck - Submerged, dangerous to surface navigation",40.569769,-74.013583,Low
2752,SIMILA,"Wreck - Submerged, dangerous to surface navigation",39.673453,-74.142914,Poor
2753,HELEN J. SEITZ,"Wreck - Submerged, dangerous to surface navigation",39.595117,-74.202917,Poor
2754,ONTARIO,"Wreck - Submerged, dangerous to surface navigation",39.521981,-74.257083,High
2757,KENNEBACK,Not Charted,39.43345,-72.83286899999997,Poor
2758,MONTGOMERY,Not Charted,39.375116999999996,-74.391258,Poor
2759,VALCHEM,Not Charted,39.375116999999996,-73.99123900000002,Poor
2760,GEESTEMUNDE,Not Charted,39.346781,-74.44959399999998,Poor
2764,EVENING STAR,Not Charted,38.851778,-74.601267,Poor
2776,UNKNOWN,Not Charted,39.007894,-74.083283,Low
2780,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.82075800000001,-74.916269,High
3100,VISCAYA,Not Charted,39.756786,-73.846236,Low
2864,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.783453,-74.082911,Poor
2600,ACARA,"Wreck - Submerged, dangerous to surface navigation",40.578369,-73.562422,Med
2616,RUSLAND,Not Charted,40.277919,-73.981103,Poor
2937,A.G. RAPES,Not Charted,39.820119,-74.077911,Poor
15203,OBSTRUCTION,"Wreck - Submerged, nondangerous",40.3275,-73.798472,High
8071,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.372481,-73.918644,High
8073,OBSTRUCTION,"Wreck - Submerged, dangerous to surface navigation",40.332556,-73.92699999999998,High
8075,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.380660999999996,-73.940939,High
8076,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.385125,-73.943722,High
8087,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.467636,-73.926058,High
7470,BLACK WARRIOR,"Wreck - Submerged, dangerous to surface navigation",40.544083,-73.887778,High
7765,UNKNOWN,"Wreck - Submerged, nondangerous",40.4659,-73.15085,Med
7767,WOLCOTT,"Wreck - Submerged, dangerous to surface navigation",40.585361,-72.979219,Med
7768,UNKNOWN,"Wreck - Submerged, nondangerous",39.798731,-72.66730799999998,Med
7769,STEPHEN W.,"Wreck - Submerged, nondangerous",39.805478,-72.884297,Med
7770,UNKNOWN,"Wreck - Submerged, nondangerous",39.836789,-72.665364,Med
8097,OBSTRUCTION,"Wreck - Submerged, dangerous to surface navigation",40.324778,-73.9505,High
7771,CANTON MOUTH,"Wreck - Submerged, nondangerous",39.684153,-72.483575,Med
7772,C&C,"Wreck - Submerged, nondangerous",40.509392,-73.528903,Med
7773,UNKNOWN,"Wreck - Submerged, nondangerous",40.255556,-73.7951,Med
7774,HAPPY DAYS,"Wreck - Submerged, nondangerous",40.341983,-73.36639699999998,Med
7775,UNKNOWN,"Wreck - Submerged, nondangerous",40.627486,-72.417525,Med
7776,UNKNOWN,"Wreck - Submerged, nondangerous",39.822922,-72.876994,Med
7778,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.147546999999996,-73.930514,High
7779,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.13221400000001,-73.931556,High
7780,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.128853,-73.93996899999998,High
7510,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.50417,-73.8994,High
8133,KING CORBIA,"Wreck - Submerged, dangerous to surface navigation",38.845222,-74.90075,High
7516,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.91240300000001,-73.644447,High
7819,UNKNOWN,"Wreck - Submerged, nondangerous",40.263925,-73.380703,Med
8598,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.801239,-74.596453,High
7938,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.41648,-73.86457,High
7940,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.41795,-73.863,High
7943,SHINNECOCK,"Wreck - Submerged, dangerous to surface navigation",40.811,-72.496667,Med
7702,ROBERT A. SNOW,"Wreck - Submerged, dangerous to surface navigation",40.550839,-73.912578,Med
7704,BALD EAGLE,"Wreck - Submerged, nondangerous",40.368439,-73.761131,Med
7705,TENNYSON,"Wreck - Submerged, dangerous to surface navigation",40.868833,-72.154131,Med
7707,IBERIA,"Wreck - Submerged, dangerous to surface navigation",40.537703,-73.68584399999997,Med
7708,LANA CAROL,"Wreck - Submerged, dangerous to surface navigation",39.992839000000004,-73.873942,Med
7709,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.109033000000004,-74.029831,Med
7710,REMEDIOS PASCUAL,"Wreck - Submerged, dangerous to surface navigation",39.776631,-74.005622,Med
7711,SUMNER,"Wreck - Submerged, dangerous to surface navigation",39.745319,-74.08813599999998,Med
7712,PANTHER,"Wreck - Submerged, dangerous to surface navigation",40.84520300000001,-72.390322,Med
7714,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.542756,-73.53325799999998,Med
7715,HYLTON CASTLE,"Wreck - Submerged, dangerous to surface navigation",40.538171999999996,-73.095433,Med
7716,CARLSON II,"Wreck - Submerged, dangerous to surface navigation",40.034375,-73.980339,Med
7717,GOOD TIMES,"Wreck - Submerged, dangerous to surface navigation",39.621228,-74.022436,Med
7718,SHIRLEY ANN,"Wreck - Submerged, nondangerous",39.623669,-74.027464,Med
7720,CORNELIA SOULE,"Wreck - Submerged, dangerous to surface navigation",40.550121999999995,-73.891639,High
7721,DURLEY CHINE,"Wreck - Submerged, nondangerous",40.288314,-73.371144,Med
7722,HOWARD,"Wreck - Submerged, dangerous to surface navigation",40.5911,-73.50115600000002,Med
7723,HECKLER,"Wreck - Submerged, dangerous to surface navigation",41.55,-70.883661,Med
