Record #,Vessel Terms,Feature Type,Lat,Lng,GP Quality,Dive Site Name,Dive Site ID,Distance from Wreck
1629,RUTH SHAW,Not Charted,40.483439,-73.749575,Low,"RELIEF ""The Lightship""",22423,3.92
1630,UNKNOWN,"Wreck - Submerged, nondangerous",40.486214,-73.573739,Low,"LIZZIE D. ""The Rum Runner""",22417,4.04
1384,JACOB HASKELL,"Wreck - Submerged, dangerous to surface navigation",39.600117,-73.02454399999998,Low,"U-869 - ""The U-Who?""",22641,2.57
1385,A.M.C. SMITH,"Wreck - Submerged, dangerous to surface navigation",39.600117,-74.20125,Low,Sachem wreck,22726,3.82
1386,ANDREW,"Wreck - Submerged, dangerous to surface navigation",39.600117,-74.20125,Low,Sachem wreck,22726,3.82
1387,ANDREW JACKSON,"Wreck - Submerged, dangerous to surface navigation",39.600117,-74.20125,Low,Sachem wreck,22726,3.82
1388,CARLO,"Wreck - Submerged, dangerous to surface navigation",39.600117,-74.20125,Low,Sachem wreck,22726,3.82
1391,LILLIAN,"Wreck - Submerged, dangerous to surface navigation",39.616783,-73.649564,Low,MAURICE TRACY,22401,6.68
1392,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.616783,-74.124578,Low,Sachem wreck,22726,2.24
1393,CROATAN,"Wreck - Submerged, dangerous to surface navigation",39.621783,-74.174581,Low,Pink Pinnacle Wreck,16703,2.79
1394,HERBERT PARKER,Not Charted,39.633447,-73.049544,Low,"U-869 - ""The U-Who?""",22641,4.89
1395,BIANCA ASPASIA,"Wreck - Submerged, dangerous to surface navigation",39.63345,-74.178747,Low,Pink Pinnacle Wreck,16703,2.13
1398,CADDO,,39.644842,-74.059297,Low,Pink Pinnacle Wreck,16703,5.41
1399,CORVALLIS,Not Charted,39.650117,-73.216217,Low,"U-869 - ""The U-Who?""",22641,11.37
1401,UNKNOWN,Not Charted,39.658447,-72.574528,Low,Texas Tower 4,22548,10.65
1635,UNKNOWN,Not Charted,40.494547,-73.549572,Low,"LIZZIE D. ""The Rum Runner""",22417,5.42
1636,SUNOCO,Not Charted,40.500106,-71.999514,Low,,,
1637,SENATOR WALTON,Not Charted,40.500103,-73.499569,Low,"LIZZIE D. ""The Rum Runner""",22417,8.06
1643,OREGON,,40.513711,-72.840103,Low,Oregon,23553,0.00
1644,UNKNOWN,Not Charted,40.523333,-73.03125,Low,USS San Diego Wreck,16538,1.31
1648,SANTA ROSA,,40.533494,-64.16591700000001,Low,,,
1405,GREAT ISAAC,,39.666786,-73.916239,Low,"CHAPPARA ""The Offshore Barge""",22413,2.20
1406,SAN SABA,,39.666786,-73.916239,Low,"CHAPPARA ""The Offshore Barge""",22413,2.20
1409,CHAPARRO,,39.680119,-73.916239,Low,"CHAPPARA ""The Offshore Barge""",22413,1.38
1411,UNKNOWN,,39.704842,-74.003742,Med,"SAN SABA ""The Magnolia Wreck""",22403,3.21
1413,GULF TRADER,,39.729008,-74.022631,Med,HARRY RUSH,22404,3.69
1415,HARRY RUSH,"Wreck - Submerged, dangerous to surface navigation",39.730119,-73.944017,Med,"SAN SABA ""The Magnolia Wreck""",22403,2.27
1417,UNKNOWN,,39.734842,-74.037908,Low,HARRY RUSH,22404,3.45
1418,AUBURN,"Wreck - Submerged, dangerous to surface navigation",39.746231,-74.08846700000002,Low,Barnegate Inlet,23127,1.24
1419,BLACK ARROW,"Wreck - Submerged, dangerous to surface navigation",39.746231,-74.08846700000002,Low,Barnegate Inlet,23127,1.24
1649,MISTLETOE,"Wreck - Submerged, dangerous to surface navigation",40.53425,-73.848333,High,Black Warrior,23554,1.96
1650,SAN DIEGO,"Wreck - Submerged, dangerous to surface navigation",40.54055,-73.041397,High,USS San Diego Wreck,16538,0.02
1652,F. LELAND,,40.550161,-63.999244,Low,,,
1653,SAN DIEGO,"Wreck - Submerged, nondangerous",40.5501,-73.007886,Low,USS San Diego Wreck,16538,1.90
1654,UNKNOWN,Not Charted,40.5501,-73.007886,Low,USS San Diego Wreck,16538,1.90
1655,SAN DIEGO,"Wreck - Submerged, nondangerous",40.554267,-73.021775,Low,USS San Diego Wreck,16538,1.42
1657,ELIZABETH,Not Charted,40.588433,-73.441233,Poor,Oak Beach Park,23250,8.84
1658,UNKNOWN,Not Charted,40.595933,-73.191225,Low,Oak Beach Park,23250,5.83
12966,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.465353,-74.045253,High,"SANDY HOOK SHORE ""The Auditorium""",22429,2.07
12983,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.7402,-74.0159,Poor,HARRY RUSH,22404,2.90
12984,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.704089,-74.11040799999998,Poor,Pink Pinnacle Wreck,16703,3.98
12986,CAROL AND GAIL,"Wreck - Submerged, dangerous to surface navigation",39.607894,-74.175969,Low,Sachem wreck,22726,2.81
13699,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.474975,-74.194011,High,John Marvin,22447,5.25
13700,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.479153,-74.188317,High,John Marvin,22447,5.48
13701,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.455817,-74.208722,High,John Marvin,22447,4.28
13702,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.472431,-74.19570300000002,High,John Marvin,22447,5.10
13703,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.4434,-74.230086,High,John Marvin,22447,4.29
12559,UNKNOWN,"Wreck - Submerged, nondangerous",39.214311,-74.514292,High,George R Skolfield Wreck,18331,10.19
12560,UNKNOWN,"Wreck - Submerged, nondangerous",39.179194,-74.551119,High,George R Skolfield Wreck,18331,7.53
12562,UNKNOWN,"Wreck - Submerged, nondangerous",39.224814,-74.441036,High,"EVENING STAR ""Pig Iron Wreck""",22407,12.12
12563,UNKNOWN,"Wreck - Submerged, nondangerous",39.205931,-74.495269,High,George R Skolfield Wreck,18331,10.93
12564,UNKNOWN,"Wreck - Submerged, nondangerous",39.113572,-74.600872,High,George R Skolfield Wreck,18331,5.42
12565,UNKNOWN,"Wreck - Submerged, nondangerous",39.125464,-74.58351400000002,High,George R Skolfield Wreck,18331,5.92
13227,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.406772,-74.286264,High,"EVENING STAR ""Pig Iron Wreck""",22407,3.76
13228,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.304417,-74.36970600000002,High,"EVENING STAR ""Pig Iron Wreck""",22407,5.59
13229,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.327664,-74.41830300000002,High,"EVENING STAR ""Pig Iron Wreck""",22407,7.29
13230,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.320347,-74.45169200000002,High,"EVENING STAR ""Pig Iron Wreck""",22407,9.15
13231,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.317947,-74.466597,High,"EVENING STAR ""Pig Iron Wreck""",22407,9.96
12868,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.106667,-73.951111,Med,120 Wreck,23472,1.94
12872,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.966667,-74.018889,Low,"MANTOLOKING SHORE ""The China Wreck""",22434,4.81
12888,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.998544,-74.76491899999998,High,George R Skolfield Wreck,18331,11.49
12893,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.0699,-74.67066899999998,High,George R Skolfield Wreck,18331,5.86
12896,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.992225,-74.709625,High,George R Skolfield Wreck,18331,11.22
12897,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.056458,-73.99261899999998,High,DELAWARE,22327,0.57
12901,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.801786,-74.067911,Poor,HARRY RUSH,22404,3.00
12902,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.775289,-74.084119,Poor,Barnegate Inlet,23127,1.14
12903,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.773333,-74.083333,Low,Barnegate Inlet,23127,1.07
12905,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.741667,-74.076667,Low,Barnegate Inlet,23127,1.84
12906,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.736786,-74.0568,Low,Barnegate Inlet,23127,2.82
9701,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.396775,-73.857911,Low,CONTINENT,22415,4.00
10400,ELEANOR WARREN,"Wreck - Submerged, dangerous to surface navigation",38.908833,-74.757611,High,USS S 5 Wreck,16614,12.51
9718,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.589167,-74.016389,Low,Secret Beach,16502,6.56
9719,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.591769,-74.019583,Low,Secret Beach,16502,6.76
9720,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.578056,-74.015,Low,Secret Beach,16502,6.36
9735,MARTHA W,"Wreck - Submerged, dangerous to surface navigation",40.46175,-73.86264,Low,"SANDY HOOK ""The Pilot Boat""",22424,2.23
9753,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.541667,-73.98666700000003,Low,Secret Beach,16502,5.17
9758,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.567072,-74.007317,High,Secret Beach,16502,5.92
9768,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.43394,-73.88273000000002,High,"SANDY HOOK ""The Pilot Boat""",22424,3.73
2744,DOLPHIN,"Wreck - Submerged, dangerous to surface navigation",40.569769,-74.013583,Low,Secret Beach,16502,6.25
2752,SIMILA,"Wreck - Submerged, dangerous to surface navigation",39.673453,-74.142914,Poor,Pink Pinnacle Wreck,16703,1.24
2753,HELEN J. SEITZ,"Wreck - Submerged, dangerous to surface navigation",39.595117,-74.202917,Poor,Sachem wreck,22726,3.82
2754,ONTARIO,"Wreck - Submerged, dangerous to surface navigation",39.521981,-74.257083,High,Holgate Jetty,18327,1.41
2757,KENNEBACK,Not Charted,39.43345,-72.83286899999997,Poor,"U-869 - ""The U-Who?""",22641,14.02
2758,MONTGOMERY,Not Charted,39.375117,-74.391258,Poor,"EVENING STAR ""Pig Iron Wreck""",22407,5.86
2759,VALCHEM,Not Charted,39.375117,-73.99123900000002,Poor,GULFTRADE,22405,4.43
2760,GEESTEMUNDE,Not Charted,39.346781,-74.44959399999998,Poor,"EVENING STAR ""Pig Iron Wreck""",22407,8.77
2764,EVENING STAR,Not Charted,38.851778,-74.601267,Poor,Wendys Wreck,23491,13.45
2776,UNKNOWN,Not Charted,39.007894,-74.083283,Low,Varanger (28 Mile Wreck),23563,2.41
2780,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.82075800000001,-74.916269,High,China Wreck,23455,4.41
3100,VISCAYA,Not Charted,39.756786,-73.846236,Low,"VISCAYA ""The Spanish Steamer""",22637,0.33
2864,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.783453,-74.082911,Poor,Barnegate Inlet,23127,1.65
2600,ACARA,"Wreck - Submerged, dangerous to surface navigation",40.578369,-73.562422,Med,Iberia,23552,7.00
2616,RUSLAND,Not Charted,40.277919,-73.981103,Poor,"LONG BRANCH ""The Dual Wrecks""",22432,0.58
2937,A.G. RAPES,Not Charted,39.820119,-74.077911,Poor,Barnegate Inlet,23127,4.11
15203,OBSTRUCTION,"Wreck - Submerged, nondangerous",40.3275,-73.798472,High,CONTINENT,22415,1.94
8071,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.372481,-73.918644,High,MACEDONIA,22418,1.19
8073,OBSTRUCTION,"Wreck - Submerged, dangerous to surface navigation",40.332556,-73.92699999999998,High,MACEDONIA,22418,1.68
8075,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.380661,-73.940939,High,MACEDONIA,22418,1.77
8076,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.385125,-73.943722,High,MACEDONIA,22418,2.11
8087,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.467636,-73.926058,High,"SANDY HOOK SHORE ""Horseshoe Cove""",22430,4.05
7470,BLACK WARRIOR,"Wreck - Submerged, dangerous to surface navigation",40.544083,-73.887778,High,Black Warrior,23554,0.29
7765,UNKNOWN,"Wreck - Submerged, nondangerous",40.4659,-73.15085,Med,Kennosha (Fire Island Light Ship),23555,2.64
7767,WOLCOTT,"Wreck - Submerged, dangerous to surface navigation",40.585361,-72.979219,Med,USS San Diego Wreck,16538,4.52
7768,UNKNOWN,"Wreck - Submerged, nondangerous",39.798731,-72.66730799999998,Med,Texas Tower 4,22548,0.25
7769,STEPHEN W.,"Wreck - Submerged, nondangerous",39.805478,-72.884297,Med,Texas Tower 4,22548,11.73
7770,UNKNOWN,"Wreck - Submerged, nondangerous",39.836789,-72.665364,Med,Texas Tower 4,22548,2.79
8097,OBSTRUCTION,"Wreck - Submerged, dangerous to surface navigation",40.324778,-73.9505,High,CHAUNCEY JEROME JR.,22431,1.57
7771,CANTON MOUTH,"Wreck - Submerged, nondangerous",39.684153,-72.483575,Med,Texas Tower 4,22548,12.32
7772,C&C,"Wreck - Submerged, nondangerous",40.509392,-73.528903,Med,"LIZZIE D. ""The Rum Runner""",22417,6.80
7773,UNKNOWN,"Wreck - Submerged, nondangerous",40.255556,-73.7951,Med,IOANNIS P. GOULANDRIS,22390,1.44
7774,HAPPY DAYS,"Wreck - Submerged, nondangerous",40.341983,-73.36639699999998,Med,BARDNESS,22326,6.87
7775,UNKNOWN,"Wreck - Submerged, nondangerous",40.627486,-72.417525,Med,SS Oregon,23387,15.31
7776,UNKNOWN,"Wreck - Submerged, nondangerous",39.822922,-72.876994,Med,Texas Tower 4,22548,11.47
7778,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.147547,-73.930514,High,120 Wreck,23472,3.67
7779,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.13221400000001,-73.931556,High,120 Wreck,23472,2.65
7780,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.128853,-73.93996899999998,High,120 Wreck,23472,2.60
7510,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.50417,-73.8994,High,Black Warrior,23554,2.99
8133,KING CORBIA,"Wreck - Submerged, dangerous to surface navigation",38.845222,-74.90075,High,China Wreck,23455,6.00
7516,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.91240300000001,-73.644447,High,Gwendoline Steers Wreck,16374,11.40
7819,UNKNOWN,"Wreck - Submerged, nondangerous",40.263925,-73.380703,Med,BARDNESS,22326,5.89
8598,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.801239,-74.596453,High,Wendys Wreck,23491,10.03
7938,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.41648,-73.86457,High,"RELIEF ""The Lightship""",22423,3.72
7940,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.41795,-73.863,High,"RELIEF ""The Lightship""",22423,3.59
7943,SHINNECOCK,"Wreck - Submerged, dangerous to surface navigation",40.811,-72.496667,Med,Old Ponquogue Bridge Marine Park,22097,2.22
7702,ROBERT A. SNOW,"Wreck - Submerged, dangerous to surface navigation",40.550839,-73.912578,Med,Secret Beach,16502,1.52
7704,BALD EAGLE,"Wreck - Submerged, nondangerous",40.368439,-73.761131,Med,CONTINENT,22415,2.48
7705,TENNYSON,"Wreck - Submerged, dangerous to surface navigation",40.868833,-72.154131,Med,HMS Culloden Wreck,16929,17.34
7707,IBERIA,"Wreck - Submerged, dangerous to surface navigation",40.537703,-73.68584399999997,Med,Iberia,23552,0.21
7708,LANA CAROL,"Wreck - Submerged, dangerous to surface navigation",39.992839,-73.873942,Med,MOHAWK,22638,2.10
7709,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.109033,-74.029831,Med,Manasquan Inlet,24561,0.51
7710,REMEDIOS PASCUAL,"Wreck - Submerged, dangerous to surface navigation",39.776631,-74.005622,Med,HARRY RUSH,22404,0.73
7711,SUMNER,"Wreck - Submerged, dangerous to surface navigation",39.745319,-74.08813599999998,Med,Barnegate Inlet,23127,1.31
7712,PANTHER,"Wreck - Submerged, dangerous to surface navigation",40.84520300000001,-72.390322,Med,Old Ponquogue Bridge Marine Park,22097,5.74
7714,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.542756,-73.53325799999998,Med,"LIZZIE D. ""The Rum Runner""",22417,7.80
7715,HYLTON CASTLE,"Wreck - Submerged, dangerous to surface navigation",40.538172,-73.095433,Med,USS San Diego Wreck,16538,2.82
7716,CARLSON II,"Wreck - Submerged, dangerous to surface navigation",40.034375,-73.980339,Med,DELAWARE,22327,2.13
7717,GOOD TIMES,"Wreck - Submerged, dangerous to surface navigation",39.621228,-74.022436,Med,Sachem wreck,22726,6.37
7718,SHIRLEY ANN,"Wreck - Submerged, nondangerous",39.623669,-74.027464,Med,Sachem wreck,22726,6.19
7720,CORNELIA SOULE,"Wreck - Submerged, dangerous to surface navigation",40.550122,-73.891639,High,Black Warrior,23554,0.58
7721,DURLEY CHINE,"Wreck - Submerged, nondangerous",40.288314,-73.371144,Med,BARDNESS,22326,5.41
7722,HOWARD,"Wreck - Submerged, dangerous to surface navigation",40.5911,-73.50115600000002,Med,Iberia,23552,10.30
7723,HECKLER,"Wreck - Submerged, dangerous to surface navigation",41.55,-70.883661,Med,John Dwight Wreck,16578,11.02
7724,AKRON,"Wreck - Submerged, nondangerous",39.437983,-73.713042,Med,Great Isaac Tug,24553,9.32
7725,DOROTHY BARRETT,"Wreck - Submerged, dangerous to surface navigation",38.974111,-74.472239,Med,George R Skolfield Wreck,18331,16.96
7726,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",39.352236,-74.27640799999998,Med,"EVENING STAR ""Pig Iron Wreck""",22407,0.49
7727,UNKNOWN,"Wreck - Submerged, nondangerous",40.511236,-73.575994,Med,"LIZZIE D. ""The Rum Runner""",22417,4.69
7728,DODGER,"Wreck - Submerged, nondangerous",40.484261,-73.209142,Med,Kennosha (Fire Island Light Ship),23555,3.91
7729,DUKE,"Wreck - Submerged, dangerous to surface navigation",40.559067,-73.527181,Med,Iberia,23552,8.35
7730,EUREKA,"Wreck - Submerged, nondangerous",40.315633,-73.580083,Med,FORT VICTORIA,22325,3.26
7731,BA WRECK,"Wreck - Submerged, nondangerous",40.328081,-73.797758,Med,CONTINENT,22415,1.91
7732,SKIPPY,"Wreck - Submerged, nondangerous",40.368839,-73.22120600000002,Med,USS San Diego,23551,0.41
7733,TEXAS TOWER 4,"Wreck - Submerged, dangerous to surface navigation",39.799008,-72.66888900000002,Med,Texas Tower 4,22548,0.33
7735,UNKNOWN,"Wreck - Submerged, nondangerous",40.261558,-73.37815,Med,BARDNESS,22326,5.78
7736,FIRST LADY,Not Charted,39.228678,-74.207847,Med,"LEMUEL BURROWS ""The Collier""",22410,4.15
7737,PAULINE MARIE,Not Charted,39.229683,-74.202525,Med,"LEMUEL BURROWS ""The Collier""",22410,4.04
7738,MARANA ABACO,Not Charted,39.236069,-74.202336,Med,"LEMUEL BURROWS ""The Collier""",22410,4.40
7739,STOLT DAGALI,"Wreck - Submerged, nondangerous",39.989161,-73.665722,Med,STOLT DAGALI,22425,0.07
7740,THREE FAIRS,"Wreck - Submerged, nondangerous",40.351158,-73.314653,Med,USS San Diego,23551,5.39
7741,UNKNOWN,"Wreck - Submerged, nondangerous",40.348117,-73.273781,Med,USS San Diego,23551,3.38
15111,F/V ALMA,"Wreck - Submerged, dangerous to surface navigation",40.732694,-72.788889,Low,Gate City (Shipwreck),22234,3.05
15109,SHINNECOCK,"Wreck - Submerged, dangerous to surface navigation",40.830139,-72.47927800000002,Low,Old Ponquogue Bridge Marine Park,22097,1.40
4301,UNKNOWN,Wreck - Visible,40.55205,-73.917636,Low,Secret Beach,16502,1.64
4303,UNKNOWN,"Wreck - Submerged, nondangerous",40.588575,-73.528736,Low,Iberia,23552,8.90
4600,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.382758,-73.940106,High,MACEDONIA,22418,1.89
4740,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.280108,-73.79124200000003,High,IOANNIS P. GOULANDRIS,22390,2.16
4683,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",38.9375,-74.862197,Low,China Wreck,23455,12.54
4750,UNKNOWN,,40.209833,-73.76346099999998,Low,CHOAPA,22391,1.44
4277,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.053447,-73.944575,Low,"BRUNETTE ""The Doorknob Wreck""",22414,2.04
4279,C. B. CAMPBELL,"Wreck - Submerged, dangerous to surface navigation",40.084836,-74.0143,Low,Lizzie H Brayton Wreck,18311,1.19
4281,DOROTHY W,Wreck - Visible,40.164003,-74.01624699999998,Low,"SPRING LAKE SHORE ""The Ayrshire""",22395,0.35
4283,MALTA,Wreck - Visible,40.173447,-74.013192,Low,Malta Wreck,18029,0.30
4285,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.177889,-74.009303,Low,Malta Wreck,18029,0.10
4287,DOROTHY W,"Wreck - Submerged, dangerous to surface navigation",40.245944,-73.991247,Low,New Era Wreck,17281,1.00
4295,G.L. 78,"Wreck - Submerged, dangerous to surface navigation",40.42736,-73.85225,High,"RELIEF ""The Lightship""",22423,2.74
14400,UNKNOWN,"Wreck - Submerged, nondangerous",40.43062000000001,-73.84792,High,"RELIEF ""The Lightship""",22423,2.42
14399,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.43943,-73.89014,High,"SANDY HOOK ""The Pilot Boat""",22424,3.93
14391,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.46044000000001,-73.88121,High,"SANDY HOOK ""The Pilot Boat""",22424,3.20
15207,VICINITY OF SHINNECOCK INLET,"Wreck - Submerged, dangerous to surface navigation",40.84327800000001,-72.48355600000002,Low,Old Ponquogue Bridge Marine Park,22097,0.86
15206,VICINITY OF SHINNECOCK INLET,"Wreck - Submerged, dangerous to surface navigation",40.84325,-72.486361,Med,Old Ponquogue Bridge Marine Park,22097,0.71
15117,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",40.631611,-73.744833,Low,Beach 8th Street,23154,2.55
15120,WRECK,"Wreck - Submerged, dangerous to surface navigation",40.661683,-73.817914,Med,Beach 8th Street,23154,6.08
15121,WRECK,Wreck - Visible,40.616631,-73.894361,Low,Secret Beach,16502,3.35
15122,WRECK,"Wreck - Submerged, dangerous to surface navigation",40.608667,-73.88905600000002,Low,Secret Beach,16502,2.82
15123,WRECK,Wreck - Visible,40.603997,-73.897653,Low,Secret Beach,16502,2.49
15124,WRECK,"Wreck - Submerged, dangerous to surface navigation",40.605722,-73.8965,Low,Secret Beach,16502,2.60
15125,WRECK,Wreck - Visible,40.60615,-73.917694,Low,Secret Beach,16502,2.90
15130,WRECK,"Wreck - Submerged, dangerous to surface navigation",40.577361,-74.044722,High,Secret Beach,16502,7.91
15131,WRECK,"Wreck - Submerged, dangerous to surface navigation",40.5615,-74.004333,High,Secret Beach,16502,5.78
15182,OBSTRUCTION,"Wreck - Submerged, dangerous to surface navigation",41.036222,-73.36425,High,Gwendoline Steers Wreck,16374,6.84
15119,WRECK,"Wreck - Submerged, dangerous to surface navigation",40.601667,-73.803333,Low,Beach 8th Street,23154,3.21
15126,WRECK,"Wreck - Submerged, dangerous to surface navigation",40.586033,-74.001172,Low,Secret Beach,16502,5.73
15127,WRECK,"Wreck - Submerged, dangerous to surface navigation",40.58580300000001,-74.000375,Low,Secret Beach,16502,5.69
15128,WRECK,"Wreck - Submerged, dangerous to surface navigation",40.584231,-74.001294,Low,Secret Beach,16502,5.71
15068,FOUR ACES,"Wreck - Submerged, dangerous to surface navigation",30.105083,-85.87491700000002,Low,Tarpon,21628,4.10
14921,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.135,-85.731583,Low,St. Andrews State Park Jetties - Kiddie Pool,22626,0.77
14740,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.392222,-89.060278,Low,,,
14741,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.368611,-89.109444,Low,,,
14742,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.391944,-88.991389,Low,,,
14737,M/V MISSY,"Wreck - Submerged, dangerous to surface navigation",29.396111,-89.106667,Poor,,,
8790,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.460083,-86.225139,High,Miss Louise,21632,13.20
8802,DANIA,"Wreck - Submerged, dangerous to surface navigation",27.754889,-82.51830600000002,High,Florida Aquarium: Dive with Sharks,24256,13.82
8810,F/V CAPT J,"Wreck - Submerged, dangerous to surface navigation",27.783436,-82.559397,High,Florida Aquarium: Dive with Sharks,24256,13.12
8811,BRETON II,"Wreck - Submerged, dangerous to surface navigation",27.782192,-82.493994,Low,Florida Aquarium: Dive with Sharks,24256,11.59
8621,UNKNOWN,Wreck - Visible,30.338528000000004,-89.123389,Low,,,
8622,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.336722,-89.074111,Low,,,
8623,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.316864,-89.108369,Low,,,
8624,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.316864,-89.13336899999999,Poor,,,
8625,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.301197,-89.256875,Low,,,
8626,UNKNOWN,Wreck - Visible,30.300472,-89.270042,Low,,,
8627,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.295194,-89.281708,Poor,,,
8628,UNKNOWN,Wreck - Visible,30.293253000000004,-89.267542,Low,,,
8629,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.338725,-89.123425,Low,,,
8631,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.283031,-89.288708,High,,,
8633,BUD S,"Wreck - Submerged, dangerous to surface navigation",30.258531,-89.218372,Low,,,
8634,EVELYN K,"Wreck - Submerged, dangerous to surface navigation",30.250197,-89.18337199999998,Low,,,
8635,UNKNOWN,Wreck - Visible,30.253725,-89.27009699999998,Low,,,
8637,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.240197,-89.225039,Low,,,
8638,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.178531,-89.238372,Low,,,
8639,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.135861,-89.312889,Low,,,
8640,MISS PRATT,"Wreck - Submerged, dangerous to surface navigation",30.134722,-89.310556,Low,,,
8641,JEANIE ROCHELLE,"Wreck - Submerged, dangerous to surface navigation",30.268333,-89.36833299999998,Low,,,
8642,SEA BOB,"Wreck - Submerged, dangerous to surface navigation",30.266861,-89.366711,Low,,,
8644,POUL-LA-YAE,"Wreck - Submerged, dangerous to surface navigation",30.246861,-89.398381,Low,,,
8645,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.245194,-89.396714,Low,,,
8646,UNKNOWN,Wreck - Visible,30.243028,-89.398214,High,,,
8647,UNKNOWN,Wreck - Visible,30.246861,-89.383381,Low,,,
8648,UNKNOWN,Wreck - Visible,30.241864,-89.381711,Low,,,
8649,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.240197,-89.383381,Low,,,
8650,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.234194,-89.38338900000002,Low,,,
8652,MISS VICKIE,Wreck - Visible,30.234917,-89.41726899999998,Low,,,
8653,PARADISE,Wreck - Visible,30.226864000000006,-89.416714,Low,,,
8654,CAPT. BRYAN,"Wreck - Submerged, dangerous to surface navigation",30.222864,-89.413381,Low,,,
8655,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.221864,-89.416714,Low,,,
